STNID;STN;WBAN;YEARMODA;TEMPC;TEMP.count;PREC;PREC.flag;DATE;STATION.NAME;LAT;LON;ELEV..1M.
142350-99999;142350;99999;20081231;-6.8;20;0;G;2008-12-31;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080102;-6.3;14;0;E;2008-01-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080103;-8.4;14;0;I;2008-01-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080104;-4;17;0;G;2008-01-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080105;0.9;20;0;G;2008-01-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080106;2.5;20;1.02;G;2008-01-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080107;1.4;20;0;G;2008-01-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080108;1.9;20;0.51;G;2008-01-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080826;14.7;20;0;G;2008-08-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080110;3;10;0;E;2008-01-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080828;17.6;19;0;G;2008-08-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080112;5.1;19;0;G;2008-01-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080113;2.5;18;1.02;G;2008-01-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080114;1.3;20;3.81;G;2008-01-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080115;1.5;20;0;G;2008-01-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080116;2.8;19;0;G;2008-01-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080916;3.6;20;0;G;2008-09-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080917;4.9;20;0;G;2008-09-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080520;7.9;20;15.49;G;2008-05-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080521;8.3;20;6.86;G;2008-05-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080522;9.1;20;30.99;G;2008-05-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080109;1.9;14;0;G;2008-01-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080414;6.9;20;0;G;2008-04-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080111;3.4;20;0;G;2008-01-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080417;5.6;20;1.02;G;2008-04-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080418;7.4;20;0;G;2008-04-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080817;12.8;19;1.02;G;2008-08-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080818;15.5;20;0;G;2008-08-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080128;0.3;20;0;G;2008-01-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080129;1.1;20;0;G;2008-01-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080130;1.1;20;0;G;2008-01-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080822;19.1;20;0;G;2008-08-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080823;16.9;20;0;G;2008-08-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080315;5.6;20;0;G;2008-03-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080316;6.7;20;0;G;2008-03-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080716;16.8;20;0;G;2008-07-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080717;18.5;20;0;G;2008-07-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080718;11.9;20;6.1;G;2008-07-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080719;15.5;20;1.52;G;2008-07-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080720;19.3;19;0;G;2008-07-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080721;11.2;19;18.03;G;2008-07-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080722;10.6;20;2.03;G;2008-07-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080723;8.5;20;1.78;G;2008-07-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080724;11.6;20;30.23;G;2008-07-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080725;14.3;20;1.27;G;2008-07-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080726;17.3;20;3.3;G;2008-07-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080727;18.6;19;0.25;G;2008-07-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080728;18.1;20;14.22;G;2008-07-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080729;18.9;19;0;G;2008-07-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080730;19.7;20;0;G;2008-07-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080731;20.2;20;0;G;2008-07-31;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080801;21;20;0;G;2008-08-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080802;20.5;18;0;G;2008-08-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080803;19.8;20;0;G;2008-08-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080804;21.3;20;0;G;2008-08-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080805;18.9;20;0;G;2008-08-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080806;17.5;20;0;G;2008-08-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080807;18.4;19;0;F;2008-08-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080808;17.7;16;29.97;F;2008-08-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080809;14.2;20;13.97;F;2008-08-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080810;14;20;0;G;2008-08-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080523;10.6;20;0;G;2008-05-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080524;13.1;20;0;G;2008-05-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080415;4.8;19;2.54;G;2008-04-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080416;4.4;20;0;G;2008-04-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080816;10.9;20;27.69;G;2008-08-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080126;4.9;20;0;G;2008-01-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080127;7.2;20;0;G;2008-01-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081217;3.3;20;21.34;G;2008-12-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081218;-1.2;20;25.91;G;2008-12-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081219;-0.5;19;4.83;G;2008-12-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081220;-1.8;20;1.52;G;2008-12-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081221;-1;20;0;G;2008-12-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081222;1.3;17;0;G;2008-12-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081223;1.2;20;0;G;2008-12-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081224;-0.3;20;0;G;2008-12-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081225;-3;20;0;G;2008-12-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081226;-6.7;20;0.51;G;2008-12-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081227;-7.3;20;0.51;G;2008-12-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081228;-8.8;19;0;G;2008-12-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081229;-10.1;19;0;G;2008-12-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081230;-10.1;20;0;G;2008-12-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080101;-5.1;16;2.03;E;2008-01-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080211;-4.1;17;0;G;2008-02-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080212;-4.4;20;0;G;2008-02-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080213;-2.1;15;0;E;2008-02-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080214;0.6;17;0;G;2008-02-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080215;-4.7;20;0;G;2008-02-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080216;-8.2;20;0;G;2008-02-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080217;-8.6;20;0;G;2008-02-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080218;1.9;20;0;G;2008-02-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080219;5;20;0;G;2008-02-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080220;1.7;18;0;G;2008-02-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080221;2.7;19;0;G;2008-02-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080222;6.7;20;0;G;2008-02-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080223;7.8;20;0;G;2008-02-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080224;9.6;20;0;G;2008-02-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080225;8.7;20;0;G;2008-02-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080226;9.2;20;0;G;2008-02-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080117;3.2;17;1.02;F;2008-01-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080918;5.2;20;0;G;2008-09-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080811;16.1;20;0;G;2008-08-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080812;19.4;20;0;G;2008-08-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080813;21.6;20;0;G;2008-08-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080814;20.2;20;0;G;2008-08-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080815;21.5;20;0;G;2008-08-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081215;1.3;20;0.25;G;2008-12-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081216;2.8;19;3.05;G;2008-12-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080528;22.2;20;0;G;2008-05-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080529;19.3;20;0;G;2008-05-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080530;18.5;19;0;G;2008-05-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080531;15.5;20;1.02;G;2008-05-31;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080131;-0.1;20;3.3;G;2008-01-31;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080201;1.2;20;0;G;2008-02-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080603;16;19;0;G;2008-06-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080203;-1.7;20;15.49;G;2008-02-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080204;2.7;20;0;G;2008-02-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080205;2.4;20;2.79;G;2008-02-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080206;3.9;20;0;G;2008-02-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080207;0.8;20;0;G;2008-02-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080208;-0.9;19;0;G;2008-02-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080209;-1.4;15;0;E;2008-02-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080210;-0.7;11;0;G;2008-02-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081119;1.8;20;0;G;2008-11-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081120;4.2;19;0;G;2008-11-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081121;4.7;20;0;G;2008-11-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081122;-3.4;20;13.21;G;2008-11-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081123;-3.6;20;0;G;2008-11-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081124;-1.2;20;0;G;2008-11-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081125;-1.9;20;2.79;G;2008-11-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081126;-3.8;20;0.25;G;2008-11-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080329;5.5;19;0;G;2008-03-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080330;6.1;19;0;G;2008-03-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080331;8.2;20;0;G;2008-03-31;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080401;8.1;20;0;G;2008-04-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080402;5.5;20;0.51;G;2008-04-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080403;3.4;20;3.81;G;2008-04-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080404;3.2;20;0;G;2008-04-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080405;3.5;20;0;G;2008-04-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080227;4.4;20;0;G;2008-02-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080228;2.7;19;0;G;2008-02-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080919;5.8;20;0;G;2008-09-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080920;4.9;20;0;G;2008-09-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080921;4.6;20;2.79;G;2008-09-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080922;4.9;20;6.6;G;2008-09-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080525;14.9;20;0.25;G;2008-05-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080526;16.9;20;0;G;2008-05-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080527;20.8;20;0;G;2008-05-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080307;-1.8;20;2.29;G;2008-03-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080308;0;18;8.38;G;2008-03-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080309;2.2;19;0.76;G;2008-03-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080310;3.4;19;0;G;2008-03-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080311;3.1;20;1.02;G;2008-03-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080312;5.1;20;1.02;G;2008-03-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080313;4.5;20;2.79;G;2008-03-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080715;12.8;19;4.06;G;2008-07-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081112;6.9;20;0;G;2008-11-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080317;6;20;12.95;G;2008-03-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080318;-2.4;20;25.91;G;2008-03-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081115;3.6;19;0;G;2008-11-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081116;4.4;20;0;G;2008-11-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081117;1.8;20;1.02;G;2008-11-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081118;-1.8;20;0;G;2008-11-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080611;16.4;19;0;G;2008-06-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080612;11.9;20;0.25;G;2008-06-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080613;9.5;20;3.81;G;2008-06-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080614;7.1;20;4.83;G;2008-06-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080615;9.8;20;4.83;G;2008-06-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080616;11.9;20;0;G;2008-06-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080617;14.9;20;0;G;2008-06-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080618;13.2;20;41.66;G;2008-06-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080619;16.8;20;0;G;2008-06-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080620;19.1;20;0;G;2008-06-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080621;20.1;20;0;G;2008-06-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080622;21.8;20;0;G;2008-06-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080623;21.9;19;0;G;2008-06-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080624;21.8;19;0;G;2008-06-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080625;21.1;20;0.25;G;2008-06-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080626;21;20;0;G;2008-06-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080406;5.4;19;0;G;2008-04-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080407;6.8;20;0;G;2008-04-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080408;2;16;1.27;G;2008-04-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080409;9.1;20;0;G;2008-04-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080410;9.8;20;0;G;2008-04-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080411;10.8;20;0;G;2008-04-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080412;5.9;20;5.08;G;2008-04-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080413;4.5;20;10.67;G;2008-04-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081213;-0.4;19;8.89;G;2008-12-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081214;0.3;20;1.02;G;2008-12-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080926;4.8;18;13.46;G;2008-09-26;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080927;5.3;19;1.02;G;2008-09-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080928;6.3;19;0;G;2008-09-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080929;7.3;20;0;G;2008-09-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080930;8.6;20;0;G;2008-09-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081001;10.4;19;0;G;2008-10-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081002;11.9;17;0;G;2008-10-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080604;14.3;20;3.81;G;2008-06-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080605;13.2;20;26.67;G;2008-06-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080606;12.3;20;68.58;G;2008-06-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080607;11.9;19;11.18;G;2008-06-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080608;12.5;20;13.97;G;2008-06-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080609;13.8;20;1.27;G;2008-06-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080610;16.2;20;0;G;2008-06-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081007;9.9;19;0;G;2008-10-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081008;11.1;19;0;G;2008-10-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081009;11.8;20;0;G;2008-10-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081010;10.8;20;0;G;2008-10-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081011;10.9;20;0;G;2008-10-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081012;12.4;20;0;G;2008-10-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081013;12.6;20;0;G;2008-10-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081014;13.1;20;0;G;2008-10-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081015;14.7;20;0;G;2008-10-15;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081127;-4;20;0;G;2008-11-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081128;-1.7;20;0;G;2008-11-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081129;1.1;20;3.81;G;2008-11-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081130;3.4;20;3.05;G;2008-11-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081201;3.6;20;5.08;G;2008-12-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081202;2.6;20;1.27;G;2008-12-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081203;1.4;20;7.37;G;2008-12-03;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080627;19.2;17;0;G;2008-06-27;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080628;17.4;19;5.33;G;2008-06-28;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080118;4.3;20;0;F;2008-01-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080119;5.8;20;0;G;2008-01-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080120;8.4;20;0;G;2008-01-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080121;5.6;19;0;G;2008-01-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080122;1.5;20;0;G;2008-01-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080923;5.7;15;0.76;G;2008-09-23;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080924;6.7;20;1.02;G;2008-09-24;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080925;5.7;19;2.29;G;2008-09-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080707;20.2;19;4.83;G;2008-07-07;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080708;12.1;20;10.16;G;2008-07-08;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080709;15.4;20;0;G;2008-07-09;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080710;17.1;20;0;G;2008-07-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080711;20.8;20;0;G;2008-07-11;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080712;21.2;20;0;G;2008-07-12;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080713;21.3;20;0;G;2008-07-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080314;4.4;20;0;G;2008-03-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081110;6.8;20;0;G;2008-11-10;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081113;5.6;20;0;G;2008-11-13;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081114;3.8;18;0.51;G;2008-11-14;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081004;3.4;20;24.38;G;2008-10-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081005;5.1;20;0;G;2008-10-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081006;8.9;20;0;G;2008-10-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081020;10.2;20;0;G;2008-10-20;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081021;10.1;20;0;G;2008-10-21;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081022;11.4;18;0;G;2008-10-22;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081204;0.2;20;0.51;G;2008-12-04;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081205;3.4;20;2.79;G;2008-12-05;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080629;19.6;19;0;G;2008-06-29;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080630;19.3;19;0;G;2008-06-30;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080701;18.6;20;0;G;2008-07-01;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080702;19.9;20;0;G;2008-07-02;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081016;12.7;20;0;G;2008-10-16;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081017;3.8;20;28.96;G;2008-10-17;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081018;4.1;20;0.25;G;2008-10-18;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081019;8.8;20;0;G;2008-10-19;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080125;1.4;20;0;G;2008-01-25;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20080306;-5.6;20;1.52;G;2008-03-06;PUNTIJARKA;45.917;15.967;988
142350-99999;142350;99999;20081104;12.9;20;0;G;2008-11-04;PUNTIJARKA;45.917;15.967;988
